,Timestamp,Route Identifier,Transportation Mode,Origin Location,Destination Location,Shipment Quantity,Transportation Costs
844,2023-03-12,Route B,Rail,City A,City Y,4,464.63
845,2023-03-12,Route B,Air,City A,City X,10,63.73
846,2023-03-12,Route C,Air,City A,City Y,34,413.56
847,2023-03-12,Route C,Rail,City D,City W,41,26.72
848,2023-03-12,Route C,Truck,City A,City X,97,748.49
849,2023-03-12,Route D,Truck,City A,City Z,65,115.07
850,2023-03-12,Route D,Air,City A,City Z,98,927.42
851,2023-03-12,Route D,Rail,City D,City X,61,164.76
852,2023-03-13,Route A,Ship,City B,City W,70,302.03
853,2023-03-13,Route A,Ship,City C,City Z,2,557.99
854,2023-03-13,Route A,Pipeline,City B,City X,6,14.98
855,2023-03-13,Route B,Pipeline,City D,City X,40,217.95
856,2023-03-13,Route B,Air,City B,City W,83,852.94
857,2023-03-13,Route B,Ship,City B,City Y,29,620.72
858,2023-03-13,Route C,Air,City B,City X,24,674.27
859,2023-03-13,Route C,Pipeline,City A,City W,83,554.17
860,2023-03-13,Route C,Air,City A,City Z,13,205.44
861,2023-03-13,Route D,Pipeline,City D,City Z,46,136.93
862,2023-03-13,Route D,Ship,City A,City Z,80,79.11
863,2023-03-13,Route D,Ship,City C,City W,58,335.06
864,2023-03-14,Route A,Air,City B,City Z,41,959.07
865,2023-03-14,Route A,Ship,City A,City Z,32,787.8
866,2023-03-14,Route A,Rail,City C,City Z,18,682.78
867,2023-03-14,Route B,Air,City D,City W,58,365.15
868,2023-03-14,Route B,Air,City D,City X,23,649.1
869,2023-03-14,Route B,Truck,City C,City Y,69,204.47
870,2023-03-14,Route C,Truck,City A,City X,65,635.31
871,2023-03-14,Route C,Pipeline,City D,City Y,5,556.08
872,2023-03-14,Route C,Pipeline,City D,City Y,47,398.57
873,2023-03-14,Route D,Pipeline,City C,City Y,60,506.11
874,2023-03-14,Route D,Truck,City D,City Z,65,20.49
875,2023-03-14,Route D,Ship,City B,City Y,58,167.63
876,2023-03-15,Route A,Pipeline,City B,City W,46,50.02
877,2023-03-15,Route A,Rail,City B,City X,34,375.74
878,2023-03-15,Route A,Truck,City B,City Z,50,474.98
879,2023-03-15,Route B,Rail,City A,City X,84,330.83
880,2023-03-15,Route B,Pipeline,City C,City Z,75,548.91
881,2023-03-15,Route B,Ship,City D,City W,47,591.8
882,2023-03-15,Route C,Truck,City C,City W,29,521.21
883,2023-03-15,Route C,Air,City C,City W,62,888.3
884,2023-03-15,Route C,Truck,City B,City W,22,237.69
885,2023-03-15,Route D,Pipeline,City C,City Y,20,195.04
886,2023-03-15,Route D,Air,City A,City Y,54,813.06
887,2023-03-15,Route D,Truck,City D,City W,62,218.6
888,2023-03-16,Route A,Ship,City D,City X,32,52.71
889,2023-03-16,Route A,Pipeline,City B,City Y,81,517.52
890,2023-03-16,Route A,Pipeline,City B,City X,22,265.68
891,2023-03-16,Route B,Ship,City D,City X,93,730.69
892,2023-03-16,Route B,Air,City A,City Y,58,610.46
893,2023-03-16,Route B,Rail,City D,City Y,29,832.06
894,2023-03-16,Route C,Pipeline,City B,City Y,80,663.05
895,2023-03-16,Route C,Air,City B,City Z,59,600.57
896,2023-03-16,Route C,Truck,City B,City W,50,140.89
897,2023-03-16,Route D,Truck,City B,City W,20,609.46
898,2023-03-16,Route D,Ship,City D,City X,69,508.3
899,2023-03-16,Route D,Truck,City A,City W,85,139.03
900,2023-03-17,Route A,Pipeline,City A,City W,67,426.48
901,2023-03-17,Route A,Truck,City D,City Y,62,791.66
902,2023-03-17,Route A,Rail,City C,City X,55,142.54
903,2023-03-17,Route B,Rail,City B,City X,37,602.31
904,2023-03-17,Route B,Pipeline,City D,City Z,25,15.41
905,2023-03-17,Route B,Truck,City A,City X,49,658.0
906,2023-03-17,Route C,Air,City D,City Z,14,163.23
907,2023-03-17,Route C,Pipeline,City C,City Z,69,429.33
908,2023-03-17,Route C,Air,City C,City W,97,211.66
909,2023-03-17,Route D,Pipeline,City D,City Y,48,563.5
910,2023-03-17,Route D,Rail,City C,City Z,74,350.91
911,2023-03-17,Route D,Rail,City B,City X,96,237.47
912,2023-03-18,Route A,Ship,City A,City Y,66,406.56
913,2023-03-18,Route A,Air,City A,City Y,50,964.92
914,2023-03-18,Route A,Truck,City A,City Y,61,926.6
915,2023-03-18,Route B,Rail,City A,City X,34,229.55
916,2023-03-18,Route B,Truck,City A,City W,52,617.83
917,2023-03-18,Route B,Pipeline,City C,City X,100,822.03
918,2023-03-18,Route C,Rail,City D,City X,26,852.06
919,2023-03-18,Route C,Pipeline,City C,City Y,5,786.12
920,2023-03-18,Route C,Pipeline,City B,City Y,87,45.7
921,2023-03-18,Route D,Ship,City A,City Y,12,996.85
922,2023-03-18,Route D,Rail,City C,City W,52,590.22
923,2023-03-18,Route D,Pipeline,City A,City X,12,554.1
924,2023-03-19,Route A,Pipeline,City C,City Z,36,234.03
925,2023-03-19,Route A,Ship,City D,City W,74,14.6
926,2023-03-19,Route A,Ship,City D,City X,72,81.66
927,2023-03-19,Route B,Air,City C,City X,66,957.14
928,2023-03-19,Route B,Pipeline,City C,City W,49,567.54
929,2023-03-19,Route B,Ship,City C,City W,88,466.11
930,2023-03-19,Route C,Pipeline,City A,City W,15,265.24
931,2023-03-19,Route C,Rail,City B,City Y,41,418.3
932,2023-03-19,Route C,Air,City A,City Z,32,294.42
933,2023-03-19,Route D,Rail,City C,City X,71,932.08
934,2023-03-19,Route D,Rail,City C,City Z,28,895.37
935,2023-03-19,Route D,Air,City B,City Y,64,739.74
936,2023-03-20,Route A,Ship,City B,City Z,27,236.92
937,2023-03-20,Route A,Ship,City C,City Y,100,115.62
938,2023-03-20,Route A,Truck,City D,City X,98,858.52
939,2023-03-20,Route B,Truck,City D,City Z,80,322.26
940,2023-03-20,Route B,Pipeline,City C,City W,24,984.55
941,2023-03-20,Route B,Pipeline,City C,City W,29,752.67
942,2023-03-20,Route C,Ship,City A,City W,62,940.26
943,2023-03-20,Route C,Truck,City C,City W,88,778.14
944,2023-03-20,Route C,Rail,City A,City W,41,692.32
945,2023-03-20,Route D,Truck,City B,City W,75,109.74
946,2023-03-20,Route D,Air,City C,City Y,71,270.22
947,2023-03-20,Route D,Air,City D,City Z,47,192.07
948,2023-03-21,Route A,Rail,City B,City W,90,754.67
949,2023-03-21,Route A,Air,City D,City Z,58,188.09
950,2023-03-21,Route A,Ship,City B,City X,93,277.25
951,2023-03-21,Route B,Ship,City D,City W,26,154.39
952,2023-03-21,Route B,Ship,City D,City X,23,427.31
953,2023-03-21,Route B,Ship,City C,City W,39,258.46
954,2023-03-21,Route C,Pipeline,City A,City W,13,693.64
955,2023-03-21,Route C,Truck,City B,City Z,61,840.58
956,2023-03-21,Route C,Truck,City D,City Z,34,367.35
957,2023-03-21,Route D,Pipeline,City C,City Z,3,417.64
958,2023-03-21,Route D,Air,City B,City Y,100,291.76
959,2023-03-21,Route D,Air,City D,City W,11,387.26
960,2023-03-22,Route A,Air,City D,City Y,22,644.17
961,2023-03-22,Route A,Air,City D,City W,10,88.32
962,2023-03-22,Route A,Air,City B,City Z,41,656.48
963,2023-03-22,Route B,Air,City D,City Z,57,783.16
964,2023-03-22,Route B,Air,City D,City W,22,192.05
965,2023-03-22,Route B,Truck,City B,City Y,85,259.13
966,2023-03-22,Route C,Truck,City B,City Y,51,111.98
967,2023-03-22,Route C,Truck,City D,City X,4,773.22
968,2023-03-22,Route C,Pipeline,City A,City X,34,621.92
969,2023-03-22,Route D,Truck,City D,City Z,30,254.92
970,2023-03-22,Route D,Air,City D,City Y,17,531.47
971,2023-03-22,Route D,Ship,City A,City X,85,363.27
972,2023-03-23,Route A,Air,City D,City W,70,935.51
973,2023-03-23,Route A,Pipeline,City D,City Y,90,543.89
974,2023-03-23,Route A,Pipeline,City D,City W,68,643.39
975,2023-03-23,Route B,Pipeline,City C,City Z,62,544.27
976,2023-03-23,Route B,Truck,City D,City Z,47,418.08
977,2023-03-23,Route B,Ship,City C,City X,1,528.08
978,2023-03-23,Route C,Ship,City C,City Z,61,539.75
979,2023-03-23,Route C,Rail,City D,City Z,2,768.21
980,2023-03-23,Route C,Air,City B,City X,71,379.91
981,2023-03-23,Route D,Rail,City D,City W,32,171.64
982,2023-03-23,Route D,Rail,City D,City Y,34,88.42
983,2023-03-23,Route D,Ship,City C,City Z,84,745.5
984,2023-03-24,Route A,Air,City D,City Y,9,190.58
985,2023-03-24,Route A,Air,City A,City W,80,458.24
986,2023-03-24,Route A,Pipeline,City D,City Y,42,29.2
987,2023-03-24,Route B,Truck,City A,City Y,14,289.29
988,2023-03-24,Route B,Ship,City D,City X,30,99.3
989,2023-03-24,Route B,Truck,City D,City Y,44,426.04
990,2023-03-24,Route C,Rail,City C,City W,90,793.51
991,2023-03-24,Route C,Air,City A,City Y,8,273.84
992,2023-03-24,Route C,Rail,City A,City W,24,200.27
993,2023-03-24,Route D,Air,City D,City X,16,974.85
994,2023-03-24,Route D,Ship,City D,City W,32,740.24
995,2023-03-24,Route D,Truck,City B,City W,95,773.29
996,2023-03-25,Route A,Pipeline,City B,City W,50,684.63
997,2023-03-25,Route A,Air,City C,City Y,81,730.95
998,2023-03-25,Route A,Pipeline,City A,City Z,62,642.13
999,2023-03-25,Route B,Ship,City C,City X,86,225.61
1000,2023-03-25,Route B,Truck,City B,City W,42,24.92
1001,2023-03-25,Route B,Air,City A,City W,32,18.84
1002,2023-03-25,Route C,Truck,City D,City Y,48,773.09
1003,2023-03-25,Route C,Ship,City B,City W,12,689.09
1004,2023-03-25,Route C,Air,City A,City X,46,648.13
1005,2023-03-25,Route D,Pipeline,City A,City Y,63,240.35
1006,2023-03-25,Route D,Pipeline,City C,City W,94,201.04
1007,2023-03-25,Route D,Rail,City C,City Y,33,899.68
1008,2023-03-26,Route A,Rail,City D,City Z,70,700.07
1009,2023-03-26,Route A,Ship,City B,City Z,42,735.08
1010,2023-03-26,Route A,Air,City B,City X,68,163.48
1011,2023-03-26,Route B,Air,City C,City Z,59,10.71
1012,2023-03-26,Route B,Pipeline,City D,City Y,3,623.54
1013,2023-03-26,Route B,Air,City B,City Z,93,72.71
1014,2023-03-26,Route C,Pipeline,City D,City Y,68,686.39
1015,2023-03-26,Route C,Pipeline,City B,City Z,42,415.71
1016,2023-03-26,Route C,Air,City A,City X,67,662.3
1017,2023-03-26,Route D,Truck,City B,City Y,5,210.06
1018,2023-03-26,Route D,Rail,City B,City X,5,575.3
1019,2023-03-26,Route D,Rail,City D,City Z,7,372.69
1020,2023-03-27,Route A,Pipeline,City A,City X,27,659.19
1021,2023-03-27,Route A,Truck,City D,City X,47,562.44
1022,2023-03-27,Route A,Rail,City C,City X,79,273.16
1023,2023-03-27,Route B,Truck,City A,City Z,10,945.16
1024,2023-03-27,Route B,Pipeline,City A,City X,93,238.71
1025,2023-03-27,Route B,Rail,City B,City Y,68,660.31
1026,2023-03-27,Route C,Pipeline,City B,City W,96,114.46
1027,2023-03-27,Route C,Pipeline,City C,City W,90,668.59
1028,2023-03-27,Route C,Truck,City B,City Y,71,407.54
1029,2023-03-27,Route D,Air,City B,City W,46,903.46
1030,2023-03-27,Route D,Pipeline,City C,City Z,53,766.54
1031,2023-03-27,Route D,Rail,City C,City Y,73,550.17
1032,2023-03-28,Route A,Rail,City C,City Z,58,453.02
1033,2023-03-28,Route A,Rail,City A,City X,37,599.81
1034,2023-03-28,Route A,Pipeline,City B,City Z,1,307.33
1035,2023-03-28,Route B,Ship,City B,City Z,3,773.81
1036,2023-03-28,Route B,Air,City B,City X,5,465.77
1037,2023-03-28,Route B,Ship,City B,City Z,47,890.73
1038,2023-03-28,Route C,Ship,City B,City Z,39,100.99
1039,2023-03-28,Route C,Rail,City B,City X,93,331.45
1040,2023-03-28,Route C,Rail,City B,City W,89,705.82
1041,2023-03-28,Route D,Truck,City C,City X,94,810.26
1042,2023-03-28,Route D,Rail,City A,City X,99,341.05
1043,2023-03-28,Route D,Rail,City D,City X,99,234.45
1044,2023-03-29,Route A,Pipeline,City A,City W,7,311.74
1045,2023-03-29,Route A,Truck,City C,City Y,42,507.38
1046,2023-03-29,Route A,Ship,City B,City X,87,734.26
1047,2023-03-29,Route B,Rail,City D,City X,29,437.62
1048,2023-03-29,Route B,Rail,City B,City Y,44,91.72
1049,2023-03-29,Route B,Pipeline,City A,City W,34,94.23
1050,2023-03-29,Route C,Pipeline,City D,City Y,98,143.52
1051,2023-03-29,Route C,Pipeline,City B,City W,51,655.73
1052,2023-03-29,Route C,Ship,City B,City Y,10,273.59
1053,2023-03-29,Route D,Rail,City C,City X,15,675.03
1054,2023-03-29,Route D,Rail,City C,City Z,25,327.53
1055,2023-03-29,Route D,Pipeline,City A,City Z,22,987.78
1056,2023-03-30,Route A,Pipeline,City D,City Y,57,54.43
1057,2023-03-30,Route A,Ship,City B,City Z,20,760.16
1058,2023-03-30,Route A,Truck,City A,City X,32,949.45
1059,2023-03-30,Route B,Ship,City C,City X,44,696.86
1060,2023-03-30,Route B,Truck,City C,City W,61,32.52
1061,2023-03-30,Route B,Ship,City B,City Y,70,528.03
1062,2023-03-30,Route C,Air,City D,City Y,89,701.77
1063,2023-03-30,Route C,Truck,City D,City X,33,178.62
1064,2023-03-30,Route C,Air,City B,City Z,7,470.31
1065,2023-03-30,Route D,Truck,City A,City W,85,278.6
1066,2023-03-30,Route D,Air,City A,City X,38,868.74
1067,2023-03-30,Route D,Rail,City B,City W,66,976.85
1068,2023-03-31,Route A,Truck,City C,City W,77,536.25
1069,2023-03-31,Route A,Ship,City B,City W,72,927.09
1070,2023-03-31,Route A,Truck,City A,City Y,68,311.88
1071,2023-03-31,Route B,Rail,City D,City Y,3,353.31
1072,2023-03-31,Route B,Air,City C,City Z,31,996.03
1073,2023-03-31,Route B,Pipeline,City C,City X,81,265.1
1074,2023-03-31,Route C,Rail,City A,City Z,29,160.19
1075,2023-03-31,Route C,Rail,City B,City X,94,388.39
1076,2023-03-31,Route C,Pipeline,City B,City W,31,577.17
1077,2023-03-31,Route D,Rail,City C,City Z,58,546.81
1078,2023-03-31,Route D,Ship,City B,City Y,18,315.91
1079,2023-03-31,Route D,Pipeline,City B,City W,99,153.7
1080,2023-04-01,Route A,Pipeline,City B,City Z,9,561.77
1081,2023-04-01,Route A,Truck,City B,City Z,19,729.81
1082,2023-04-01,Route A,Air,City D,City W,39,448.57
1083,2023-04-01,Route B,Air,City B,City Y,14,140.23
1084,2023-04-01,Route B,Truck,City C,City Y,77,239.86
1085,2023-04-01,Route B,Truck,City C,City X,89,782.03
1086,2023-04-01,Route C,Ship,City D,City Z,24,853.61
1087,2023-04-01,Route C,Rail,City D,City Y,21,201.33
1088,2023-04-01,Route C,Truck,City D,City X,35,950.7
1089,2023-04-01,Route D,Ship,City B,City Y,9,185.31
1090,2023-04-01,Route D,Rail,City D,City Z,59,888.71
1091,2023-04-01,Route D,Rail,City D,City X,78,737.98
1092,2023-04-02,Route A,Rail,City C,City W,79,939.75
1093,2023-04-02,Route A,Pipeline,City A,City X,58,462.33
1094,2023-04-02,Route A,Truck,City B,City W,95,48.86
1095,2023-04-02,Route B,Rail,City A,City Y,38,445.16
1096,2023-04-02,Route B,Air,City C,City W,22,428.24
1097,2023-04-02,Route B,Pipeline,City A,City Y,60,831.59
1098,2023-04-02,Route C,Rail,City A,City X,24,780.94
1099,2023-04-02,Route C,Pipeline,City B,City W,53,330.23
1100,2023-04-02,Route C,Truck,City B,City W,76,897.65
1101,2023-04-02,Route D,Ship,City D,City X,33,330.83
1102,2023-04-02,Route D,Ship,City A,City X,15,709.16
1103,2023-04-02,Route D,Air,City A,City W,94,793.16
1104,2023-04-03,Route A,Pipeline,City B,City W,71,386.8
1105,2023-04-03,Route A,Ship,City C,City Y,21,870.13
1106,2023-04-03,Route A,Ship,City A,City W,40,316.42
1107,2023-04-03,Route B,Rail,City C,City Y,16,899.56
1108,2023-04-03,Route B,Ship,City A,City Z,2,464.06
1109,2023-04-03,Route B,Rail,City A,City W,31,224.71
1110,2023-04-03,Route C,Rail,City D,City W,57,88.61
1111,2023-04-03,Route C,Pipeline,City A,City Y,71,285.33
1112,2023-04-03,Route C,Pipeline,City B,City X,24,156.77
1113,2023-04-03,Route D,Air,City A,City Y,5,670.33
1114,2023-04-03,Route D,Pipeline,City C,City Z,12,58.54
1115,2023-04-03,Route D,Rail,City B,City Y,87,291.54
1116,2023-04-04,Route A,Pipeline,City B,City W,96,583.18
1117,2023-04-04,Route A,Truck,City A,City Z,42,374.88
1118,2023-04-04,Route A,Rail,City A,City W,71,74.28
1119,2023-04-04,Route B,Rail,City B,City X,89,860.81
1120,2023-04-04,Route B,Air,City D,City Y,90,216.96
1121,2023-04-04,Route B,Truck,City A,City X,62,726.83
1122,2023-04-04,Route C,Pipeline,City C,City W,78,849.32
1123,2023-04-04,Route C,Air,City C,City Y,79,567.01
1124,2023-04-04,Route C,Pipeline,City D,City W,24,884.83
1125,2023-04-04,Route D,Ship,City C,City Y,1,127.03
1126,2023-04-04,Route D,Rail,City A,City Y,79,999.0
1127,2023-04-04,Route D,Rail,City A,City Z,45,564.81
1128,2023-04-05,Route A,Ship,City A,City Y,89,288.81
1129,2023-04-05,Route A,Truck,City C,City Z,65,554.49
1130,2023-04-05,Route A,Truck,City A,City Z,44,402.09
1131,2023-04-05,Route B,Pipeline,City A,City Y,25,337.21
1132,2023-04-05,Route B,Air,City D,City W,5,649.2
1133,2023-04-05,Route B,Rail,City B,City W,69,896.97
1134,2023-04-05,Route C,Rail,City D,City X,67,306.35
1135,2023-04-05,Route C,Air,City A,City Y,74,688.64
1136,2023-04-05,Route C,Air,City A,City Y,36,842.33
1137,2023-04-05,Route D,Air,City D,City Y,74,609.63
1138,2023-04-05,Route D,Ship,City A,City Z,91,859.24
1139,2023-04-05,Route D,Truck,City C,City W,12,502.08
1140,2023-04-06,Route A,Ship,City C,City W,39,223.98
1141,2023-04-06,Route A,Air,City B,City X,48,787.09
1142,2023-04-06,Route A,Ship,City A,City W,65,34.69
1143,2023-04-06,Route B,Rail,City B,City Y,44,924.4
1144,2023-04-06,Route B,Pipeline,City C,City Z,19,771.79
1145,2023-04-06,Route B,Truck,City B,City Y,93,46.19
1146,2023-04-06,Route C,Rail,City A,City X,40,933.01
1147,2023-04-06,Route C,Pipeline,City A,City Z,60,890.29
1148,2023-04-06,Route C,Truck,City C,City X,74,760.91
1149,2023-04-06,Route D,Ship,City C,City Y,25,293.7
1150,2023-04-06,Route D,Pipeline,City C,City W,86,126.47
1151,2023-04-06,Route D,Ship,City B,City Z,15,25.1
1152,2023-04-07,Route A,Pipeline,City A,City Y,70,356.81
1153,2023-04-07,Route A,Air,City C,City Y,91,805.96
1154,2023-04-07,Route A,Pipeline,City B,City Y,10,318.26
1155,2023-04-07,Route B,Air,City D,City X,17,38.7
1156,2023-04-07,Route B,Truck,City A,City W,7,95.26
1157,2023-04-07,Route B,Rail,City B,City W,79,362.07
1158,2023-04-07,Route C,Air,City B,City X,97,766.78
1159,2023-04-07,Route C,Pipeline,City B,City X,90,473.59
1160,2023-04-07,Route C,Rail,City C,City W,61,239.38
1161,2023-04-07,Route D,Ship,City B,City Z,47,398.16
1162,2023-04-07,Route D,Air,City C,City W,63,39.96
1163,2023-04-07,Route D,Rail,City A,City Z,62,466.63
1164,2023-04-08,Route A,Ship,City C,City Z,78,578.93
1165,2023-04-08,Route A,Pipeline,City A,City W,92,798.79
1166,2023-04-08,Route A,Air,City A,City Z,69,466.37
1167,2023-04-08,Route B,Pipeline,City D,City Y,80,251.25
1168,2023-04-08,Route B,Ship,City D,City W,9,347.31
1169,2023-04-08,Route B,Pipeline,City D,City W,73,789.45
1170,2023-04-08,Route C,Pipeline,City B,City Y,85,672.91
1171,2023-04-08,Route C,Pipeline,City D,City X,76,600.11
1172,2023-04-08,Route C,Air,City A,City W,23,314.96
1173,2023-04-08,Route D,Rail,City A,City X,88,815.93
1174,2023-04-08,Route D,Rail,City C,City W,83,663.56
1175,2023-04-08,Route D,Truck,City B,City Y,75,904.22
1176,2023-04-09,Route A,Truck,City B,City Y,58,535.94
1177,2023-04-09,Route A,Rail,City D,City Y,27,684.7
1178,2023-04-09,Route A,Air,City C,City Z,56,720.61
1179,2023-04-09,Route B,Air,City A,City X,79,986.56
1180,2023-04-09,Route B,Rail,City B,City Z,8,375.53
1181,2023-04-09,Route B,Pipeline,City A,City X,91,564.43
1182,2023-04-09,Route C,Air,City A,City Z,4,242.89
1183,2023-04-09,Route C,Pipeline,City D,City Z,92,388.96
1184,2023-04-09,Route C,Rail,City D,City Y,85,181.68
1185,2023-04-09,Route D,Ship,City B,City W,47,841.56
1186,2023-04-09,Route D,Ship,City C,City Y,18,21.49
1187,2023-04-09,Route D,Truck,City B,City W,85,442.37
1188,2023-04-10,Route A,Ship,City A,City Y,83,807.88
1189,2023-04-10,Route A,Rail,City D,City Y,59,514.32
1190,2023-04-10,Route A,Pipeline,City D,City W,46,233.48
1191,2023-04-10,Route B,Rail,City A,City W,94,244.38
1192,2023-04-10,Route B,Pipeline,City C,City W,70,580.59
1193,2023-04-10,Route B,Truck,City A,City W,91,374.89
1194,2023-04-10,Route C,Pipeline,City D,City X,19,732.88
1195,2023-04-10,Route C,Pipeline,City C,City W,67,87.45
1196,2023-04-10,Route C,Pipeline,City A,City Y,61,634.36
1197,2023-04-10,Route D,Truck,City C,City X,44,539.68
1198,2023-04-10,Route D,Truck,City D,City W,66,906.99
1199,2023-04-10,Route D,Pipeline,City C,City W,46,960.98
1200,2023-04-11,Route A,Air,City C,City Y,5,698.1
1201,2023-04-11,Route A,Pipeline,City C,City Z,8,633.01
1202,2023-04-11,Route A,Pipeline,City B,City X,85,990.46
1203,2023-04-11,Route B,Pipeline,City A,City Z,63,91.69
1204,2023-04-11,Route B,Pipeline,City A,City Z,33,141.21
1205,2023-04-11,Route B,Air,City C,City Z,2,744.01
1206,2023-04-11,Route C,Pipeline,City B,City Y,85,452.19
1207,2023-04-11,Route C,Ship,City C,City Y,63,189.0
1208,2023-04-11,Route C,Pipeline,City A,City Z,11,967.67
1209,2023-04-11,Route D,Pipeline,City B,City W,97,993.65
1210,2023-04-11,Route D,Rail,City B,City W,93,641.2
1211,2023-04-11,Route D,Ship,City C,City X,83,271.75
1212,2023-04-12,Route A,Truck,City A,City Y,60,404.76
1213,2023-04-12,Route A,Air,City D,City Y,49,686.67
1214,2023-04-12,Route A,Rail,City D,City Z,19,535.14
1215,2023-04-12,Route B,Rail,City A,City Z,58,388.18
1216,2023-04-12,Route B,Air,City A,City X,69,641.05
1217,2023-04-12,Route B,Rail,City C,City Z,35,274.42
1218,2023-04-12,Route C,Truck,City C,City W,60,775.42
1219,2023-04-12,Route C,Ship,City B,City Z,87,693.38
1220,2023-04-12,Route C,Ship,City C,City X,87,18.39
1221,2023-04-12,Route D,Truck,City A,City W,13,530.01
1222,2023-04-12,Route D,Rail,City C,City Y,93,290.46
1223,2023-04-12,Route D,Ship,City A,City X,80,101.02
1224,2023-04-13,Route A,Pipeline,City B,City X,91,958.22
1225,2023-04-13,Route A,Truck,City B,City W,85,766.22
1226,2023-04-13,Route A,Pipeline,City B,City X,90,192.42
1227,2023-04-13,Route B,Air,City D,City X,82,458.91
1228,2023-04-13,Route B,Air,City D,City Z,33,170.35
1229,2023-04-13,Route B,Truck,City C,City X,49,394.7
1230,2023-04-13,Route C,Truck,City C,City Z,23,446.17
1231,2023-04-13,Route C,Rail,City B,City W,23,649.03
1232,2023-04-13,Route C,Truck,City B,City W,28,617.83
1233,2023-04-13,Route D,Truck,City D,City Z,14,44.51
1234,2023-04-13,Route D,Truck,City C,City W,3,897.55
1235,2023-04-13,Route D,Ship,City A,City X,86,396.58
1236,2023-04-14,Route A,Ship,City C,City W,74,13.67
1237,2023-04-14,Route A,Rail,City D,City W,52,845.61
1238,2023-04-14,Route A,Truck,City B,City X,50,954.61
1239,2023-04-14,Route B,Rail,City A,City Z,43,685.02
1240,2023-04-14,Route B,Rail,City A,City X,47,539.28
1241,2023-04-14,Route B,Air,City A,City W,98,768.84
1242,2023-04-14,Route C,Ship,City B,City X,50,664.13
1243,2023-04-14,Route C,Air,City D,City X,81,691.95
1244,2023-04-14,Route C,Rail,City A,City W,95,197.57
1245,2023-04-14,Route D,Truck,City B,City X,93,996.42
1246,2023-04-14,Route D,Ship,City D,City W,9,794.81
1247,2023-04-14,Route D,Air,City D,City W,3,46.67
1248,2023-04-15,Route A,Truck,City C,City X,52,127.01
1249,2023-04-15,Route A,Pipeline,City D,City Y,95,583.55
1250,2023-04-15,Route A,Truck,City A,City Y,63,657.29
1251,2023-04-15,Route B,Rail,City A,City Y,90,652.3
1252,2023-04-15,Route B,Truck,City B,City X,40,822.53
1253,2023-04-15,Route B,Truck,City D,City Y,76,73.32
1254,2023-04-15,Route C,Truck,City A,City W,77,801.18
1255,2023-04-15,Route C,Ship,City A,City Y,55,343.97
1256,2023-04-15,Route C,Rail,City C,City X,88,580.21
1257,2023-04-15,Route D,Ship,City C,City Y,98,55.13
1258,2023-04-15,Route D,Ship,City C,City X,16,281.15
1259,2023-04-15,Route D,Rail,City B,City Z,71,173.36
1260,2023-04-16,Route A,Ship,City A,City Y,13,793.14
1261,2023-04-16,Route A,Pipeline,City D,City Y,3,880.83
1262,2023-04-16,Route A,Truck,City A,City X,23,926.88
1263,2023-04-16,Route B,Pipeline,City C,City W,89,809.34
1264,2023-04-16,Route B,Rail,City B,City Y,19,643.43
1265,2023-04-16,Route B,Pipeline,City D,City W,31,938.71
1266,2023-04-16,Route C,Pipeline,City A,City Y,92,504.89
1267,2023-04-16,Route C,Truck,City C,City Z,54,14.52
1268,2023-04-16,Route C,Ship,City B,City X,68,977.02
1269,2023-04-16,Route D,Pipeline,City C,City Y,60,772.63
1270,2023-04-16,Route D,Ship,City C,City X,25,121.55
1271,2023-04-16,Route D,Ship,City D,City W,23,168.16
1272,2023-04-17,Route A,Truck,City A,City Z,37,217.49
1273,2023-04-17,Route A,Air,City C,City W,6,113.38
1274,2023-04-17,Route A,Truck,City B,City Y,4,490.21
1275,2023-04-17,Route B,Truck,City A,City Y,93,450.37
1276,2023-04-17,Route B,Pipeline,City C,City W,26,749.62
1277,2023-04-17,Route B,Air,City B,City X,42,235.5
1278,2023-04-17,Route C,Ship,City D,City Y,49,892.45
1279,2023-04-17,Route C,Truck,City D,City W,7,891.58
1280,2023-04-17,Route C,Ship,City B,City W,23,393.46
1281,2023-04-17,Route D,Ship,City D,City Y,81,365.0
1282,2023-04-17,Route D,Air,City B,City Z,17,41.77
1283,2023-04-17,Route D,Pipeline,City A,City Z,18,120.0
1284,2023-04-18,Route A,Rail,City D,City W,22,762.74
1285,2023-04-18,Route A,Ship,City C,City Y,82,953.23
1286,2023-04-18,Route A,Ship,City B,City X,53,858.4
1287,2023-04-18,Route B,Rail,City B,City W,60,286.38
1288,2023-04-18,Route B,Rail,City B,City Y,42,439.91
1289,2023-04-18,Route B,Ship,City B,City X,54,980.38
1290,2023-04-18,Route C,Truck,City D,City X,55,535.81
1291,2023-04-18,Route C,Rail,City A,City W,64,248.11
1292,2023-04-18,Route C,Pipeline,City A,City W,28,141.38
1293,2023-04-18,Route D,Air,City B,City X,3,484.99
1294,2023-04-18,Route D,Air,City B,City W,74,749.81
1295,2023-04-18,Route D,Truck,City D,City W,99,147.24
1296,2023-04-19,Route A,Rail,City B,City Z,81,469.65
1297,2023-04-19,Route A,Truck,City A,City W,89,339.58
1298,2023-04-19,Route A,Truck,City C,City W,97,277.09
1299,2023-04-19,Route B,Pipeline,City B,City X,80,882.04
1300,2023-04-19,Route B,Truck,City C,City X,15,389.13
1301,2023-04-19,Route B,Rail,City A,City Z,47,183.51
