,Timestamp,Inventory Location Identifier,Product Identifier,Inventory Quantity,Safety Stock Levels,Carrying Costs
1181,2023-04-09,Warehouse B,PROD003,330,86,0.4
1182,2023-04-09,Distribution Center X,PROD001,591,66,0.61
1183,2023-04-09,Distribution Center X,PROD002,496,150,0.41
1184,2023-04-09,Distribution Center X,PROD003,698,147,0.14
1185,2023-04-09,Distribution Center Y,PROD001,101,130,0.81
1186,2023-04-09,Distribution Center Y,PROD002,470,52,0.21
1187,2023-04-09,Distribution Center Y,PROD003,878,70,0.5
1188,2023-04-10,Warehouse A,PROD001,0,104,0.28
1189,2023-04-10,Warehouse A,PROD002,705,66,0.89
1190,2023-04-10,Warehouse A,PROD003,309,70,0.89
1191,2023-04-10,Warehouse B,PROD001,897,85,0.18
1192,2023-04-10,Warehouse B,PROD002,369,82,0.17
1193,2023-04-10,Warehouse B,PROD003,680,133,0.25
1194,2023-04-10,Distribution Center X,PROD001,405,130,0.37
1195,2023-04-10,Distribution Center X,PROD002,716,146,0.31
1196,2023-04-10,Distribution Center X,PROD003,671,61,0.73
1197,2023-04-10,Distribution Center Y,PROD001,1,77,0.53
1198,2023-04-10,Distribution Center Y,PROD002,135,125,0.3
1199,2023-04-10,Distribution Center Y,PROD003,696,106,0.11
1200,2023-04-11,Warehouse A,PROD001,712,93,0.84
1201,2023-04-11,Warehouse A,PROD002,880,104,0.72
1202,2023-04-11,Warehouse A,PROD003,489,59,0.31
1203,2023-04-11,Warehouse B,PROD001,91,143,0.83
1204,2023-04-11,Warehouse B,PROD002,105,90,0.43
1205,2023-04-11,Warehouse B,PROD003,306,67,0.44
1206,2023-04-11,Distribution Center X,PROD001,832,146,0.89
1207,2023-04-11,Distribution Center X,PROD002,656,136,0.23
1208,2023-04-11,Distribution Center X,PROD003,543,122,0.11
1209,2023-04-11,Distribution Center Y,PROD001,665,71,0.5
1210,2023-04-11,Distribution Center Y,PROD002,739,77,0.67
1211,2023-04-11,Distribution Center Y,PROD003,155,102,0.65
1212,2023-04-12,Warehouse A,PROD001,453,77,0.18
1213,2023-04-12,Warehouse A,PROD002,102,67,0.78
1214,2023-04-12,Warehouse A,PROD003,603,143,0.45
1215,2023-04-12,Warehouse B,PROD001,986,104,0.38
1216,2023-04-12,Warehouse B,PROD002,143,81,0.35
1217,2023-04-12,Warehouse B,PROD003,86,81,0.6
1218,2023-04-12,Distribution Center X,PROD001,614,142,0.65
1219,2023-04-12,Distribution Center X,PROD002,797,138,0.12
1220,2023-04-12,Distribution Center X,PROD003,867,134,0.89
1221,2023-04-12,Distribution Center Y,PROD001,210,116,0.65
1222,2023-04-12,Distribution Center Y,PROD002,193,145,0.45
1223,2023-04-12,Distribution Center Y,PROD003,661,56,0.81
1224,2023-04-13,Warehouse A,PROD001,812,80,0.55
1225,2023-04-13,Warehouse A,PROD002,115,80,0.55
1226,2023-04-13,Warehouse A,PROD003,608,59,0.58
1227,2023-04-13,Warehouse B,PROD001,12,96,0.94
1228,2023-04-13,Warehouse B,PROD002,135,99,0.87
1229,2023-04-13,Warehouse B,PROD003,582,103,0.43
1230,2023-04-13,Distribution Center X,PROD001,699,72,0.79
1231,2023-04-13,Distribution Center X,PROD002,977,148,0.17
1232,2023-04-13,Distribution Center X,PROD003,601,58,0.11
1233,2023-04-13,Distribution Center Y,PROD001,220,55,0.93
1234,2023-04-13,Distribution Center Y,PROD002,971,100,0.56
1235,2023-04-13,Distribution Center Y,PROD003,643,141,0.55
1236,2023-04-14,Warehouse A,PROD001,425,104,0.73
1237,2023-04-14,Warehouse A,PROD002,84,131,0.58
1238,2023-04-14,Warehouse A,PROD003,630,69,0.35
1239,2023-04-14,Warehouse B,PROD001,317,60,0.56
1240,2023-04-14,Warehouse B,PROD002,208,69,0.58
1241,2023-04-14,Warehouse B,PROD003,400,125,0.67
1242,2023-04-14,Distribution Center X,PROD001,854,133,0.71
1243,2023-04-14,Distribution Center X,PROD002,67,89,0.73
1244,2023-04-14,Distribution Center X,PROD003,747,80,0.15
1245,2023-04-14,Distribution Center Y,PROD001,88,105,0.2
1246,2023-04-14,Distribution Center Y,PROD002,626,127,0.15
1247,2023-04-14,Distribution Center Y,PROD003,682,144,0.69
1248,2023-04-15,Warehouse A,PROD001,179,65,0.11
1249,2023-04-15,Warehouse A,PROD002,140,139,0.11
1250,2023-04-15,Warehouse A,PROD003,508,94,0.57
1251,2023-04-15,Warehouse B,PROD001,801,142,0.33
1252,2023-04-15,Warehouse B,PROD002,380,66,0.77
1253,2023-04-15,Warehouse B,PROD003,894,84,0.76
1254,2023-04-15,Distribution Center X,PROD001,120,148,0.91
1255,2023-04-15,Distribution Center X,PROD002,343,104,0.34
1256,2023-04-15,Distribution Center X,PROD003,65,83,0.74
1257,2023-04-15,Distribution Center Y,PROD001,590,130,0.17
1258,2023-04-15,Distribution Center Y,PROD002,466,115,0.42
1259,2023-04-15,Distribution Center Y,PROD003,511,122,0.25
1260,2023-04-16,Warehouse A,PROD001,161,82,0.8
1261,2023-04-16,Warehouse A,PROD002,915,123,0.71
1262,2023-04-16,Warehouse A,PROD003,118,79,0.77
1263,2023-04-16,Warehouse B,PROD001,2,55,0.87
1264,2023-04-16,Warehouse B,PROD002,12,81,0.14
1265,2023-04-16,Warehouse B,PROD003,372,99,0.93
1266,2023-04-16,Distribution Center X,PROD001,183,54,0.6
1267,2023-04-16,Distribution Center X,PROD002,935,141,0.77
1268,2023-04-16,Distribution Center X,PROD003,429,78,0.39
1269,2023-04-16,Distribution Center Y,PROD001,426,142,0.39
1270,2023-04-16,Distribution Center Y,PROD002,845,59,0.61
1271,2023-04-16,Distribution Center Y,PROD003,122,114,0.71
1272,2023-04-17,Warehouse A,PROD001,53,72,0.3
1273,2023-04-17,Warehouse A,PROD002,528,55,0.96
1274,2023-04-17,Warehouse A,PROD003,70,109,0.88
1275,2023-04-17,Warehouse B,PROD001,792,89,0.39
1276,2023-04-17,Warehouse B,PROD002,566,108,0.11
1277,2023-04-17,Warehouse B,PROD003,205,87,0.61
1278,2023-04-17,Distribution Center X,PROD001,311,144,0.66
1279,2023-04-17,Distribution Center X,PROD002,475,97,0.63
1280,2023-04-17,Distribution Center X,PROD003,505,148,0.8
1281,2023-04-17,Distribution Center Y,PROD001,750,119,0.78
1282,2023-04-17,Distribution Center Y,PROD002,251,69,0.11
1283,2023-04-17,Distribution Center Y,PROD003,419,53,0.31
1284,2023-04-18,Warehouse A,PROD001,354,131,0.86
1285,2023-04-18,Warehouse A,PROD002,898,51,0.96
1286,2023-04-18,Warehouse A,PROD003,1,147,0.69
1287,2023-04-18,Warehouse B,PROD001,869,144,0.75
1288,2023-04-18,Warehouse B,PROD002,106,76,0.58
1289,2023-04-18,Warehouse B,PROD003,243,103,0.54
1290,2023-04-18,Distribution Center X,PROD001,61,68,0.74
1291,2023-04-18,Distribution Center X,PROD002,95,55,0.93
1292,2023-04-18,Distribution Center X,PROD003,918,116,0.47
1293,2023-04-18,Distribution Center Y,PROD001,917,97,0.51
1294,2023-04-18,Distribution Center Y,PROD002,765,60,0.62
1295,2023-04-18,Distribution Center Y,PROD003,517,67,0.67
1296,2023-04-19,Warehouse A,PROD001,403,59,0.63
1297,2023-04-19,Warehouse A,PROD002,63,105,0.7
1298,2023-04-19,Warehouse A,PROD003,133,80,0.36
1299,2023-04-19,Warehouse B,PROD001,871,90,0.93
1300,2023-04-19,Warehouse B,PROD002,402,139,0.85
1301,2023-04-19,Warehouse B,PROD003,334,90,0.51
1302,2023-04-19,Distribution Center X,PROD001,239,59,0.95
1303,2023-04-19,Distribution Center X,PROD002,139,149,0.79
1304,2023-04-19,Distribution Center X,PROD003,111,69,0.2
1305,2023-04-19,Distribution Center Y,PROD001,460,109,0.38
1306,2023-04-19,Distribution Center Y,PROD002,123,118,0.42
1307,2023-04-19,Distribution Center Y,PROD003,788,76,0.51
1308,2023-04-20,Warehouse A,PROD001,474,83,0.87
1309,2023-04-20,Warehouse A,PROD002,92,70,0.83
1310,2023-04-20,Warehouse A,PROD003,311,140,0.73
1311,2023-04-20,Warehouse B,PROD001,41,77,0.85
1312,2023-04-20,Warehouse B,PROD002,335,68,0.18
1313,2023-04-20,Warehouse B,PROD003,254,95,0.46
1314,2023-04-20,Distribution Center X,PROD001,50,136,0.37
1315,2023-04-20,Distribution Center X,PROD002,839,72,0.13
1316,2023-04-20,Distribution Center X,PROD003,414,107,0.6
1317,2023-04-20,Distribution Center Y,PROD001,563,81,0.19
1318,2023-04-20,Distribution Center Y,PROD002,104,67,0.21
1319,2023-04-20,Distribution Center Y,PROD003,63,149,0.98
1320,2023-04-21,Warehouse A,PROD001,133,75,0.84
1321,2023-04-21,Warehouse A,PROD002,381,137,0.67
1322,2023-04-21,Warehouse A,PROD003,660,60,0.62
1323,2023-04-21,Warehouse B,PROD001,265,59,0.12
1324,2023-04-21,Warehouse B,PROD002,66,75,0.91
1325,2023-04-21,Warehouse B,PROD003,454,66,0.18
1326,2023-04-21,Distribution Center X,PROD001,867,92,0.21
1327,2023-04-21,Distribution Center X,PROD002,964,109,0.15
1328,2023-04-21,Distribution Center X,PROD003,946,123,0.49
1329,2023-04-21,Distribution Center Y,PROD001,741,100,0.55
1330,2023-04-21,Distribution Center Y,PROD002,391,137,0.48
1331,2023-04-21,Distribution Center Y,PROD003,362,77,0.92
1332,2023-04-22,Warehouse A,PROD001,281,85,0.5
1333,2023-04-22,Warehouse A,PROD002,152,54,0.65
1334,2023-04-22,Warehouse A,PROD003,631,81,0.68
1335,2023-04-22,Warehouse B,PROD001,510,102,0.89
1336,2023-04-22,Warehouse B,PROD002,490,57,0.18
1337,2023-04-22,Warehouse B,PROD003,392,67,0.48
1338,2023-04-22,Distribution Center X,PROD001,658,117,0.32
1339,2023-04-22,Distribution Center X,PROD002,821,119,0.82
1340,2023-04-22,Distribution Center X,PROD003,391,150,0.74
1341,2023-04-22,Distribution Center Y,PROD001,491,119,0.8
1342,2023-04-22,Distribution Center Y,PROD002,352,122,0.55
1343,2023-04-22,Distribution Center Y,PROD003,397,84,0.26
1344,2023-04-23,Warehouse A,PROD001,326,126,0.3
1345,2023-04-23,Warehouse A,PROD002,917,149,0.35
1346,2023-04-23,Warehouse A,PROD003,828,110,0.58
1347,2023-04-23,Warehouse B,PROD001,785,124,1.0
1348,2023-04-23,Warehouse B,PROD002,997,70,0.19
1349,2023-04-23,Warehouse B,PROD003,672,80,0.34
1350,2023-04-23,Distribution Center X,PROD001,835,144,0.15
1351,2023-04-23,Distribution Center X,PROD002,970,78,0.62
1352,2023-04-23,Distribution Center X,PROD003,816,99,0.42
1353,2023-04-23,Distribution Center Y,PROD001,859,72,0.26
1354,2023-04-23,Distribution Center Y,PROD002,606,90,0.83
1355,2023-04-23,Distribution Center Y,PROD003,714,95,0.92
1356,2023-04-24,Warehouse A,PROD001,28,140,0.73
1357,2023-04-24,Warehouse A,PROD002,970,122,0.61
1358,2023-04-24,Warehouse A,PROD003,576,74,0.85
1359,2023-04-24,Warehouse B,PROD001,829,113,0.59
1360,2023-04-24,Warehouse B,PROD002,179,112,0.13
1361,2023-04-24,Warehouse B,PROD003,57,79,0.64
1362,2023-04-24,Distribution Center X,PROD001,20,117,0.53
1363,2023-04-24,Distribution Center X,PROD002,339,128,0.28
1364,2023-04-24,Distribution Center X,PROD003,133,93,0.75
1365,2023-04-24,Distribution Center Y,PROD001,940,91,0.15
1366,2023-04-24,Distribution Center Y,PROD002,151,125,0.73
1367,2023-04-24,Distribution Center Y,PROD003,145,149,0.2
1368,2023-04-25,Warehouse A,PROD001,538,96,0.96
1369,2023-04-25,Warehouse A,PROD002,382,140,0.95
1370,2023-04-25,Warehouse A,PROD003,405,125,0.19
1371,2023-04-25,Warehouse B,PROD001,309,91,0.22
1372,2023-04-25,Warehouse B,PROD002,161,143,0.95
1373,2023-04-25,Warehouse B,PROD003,810,131,0.96
1374,2023-04-25,Distribution Center X,PROD001,664,90,0.26
1375,2023-04-25,Distribution Center X,PROD002,991,121,0.72
1376,2023-04-25,Distribution Center X,PROD003,951,128,0.81
1377,2023-04-25,Distribution Center Y,PROD001,228,135,0.63
1378,2023-04-25,Distribution Center Y,PROD002,179,98,0.38
1379,2023-04-25,Distribution Center Y,PROD003,705,87,0.21
1380,2023-04-26,Warehouse A,PROD001,746,50,0.95
1381,2023-04-26,Warehouse A,PROD002,971,123,0.45
1382,2023-04-26,Warehouse A,PROD003,789,122,0.13
1383,2023-04-26,Warehouse B,PROD001,616,90,0.93
1384,2023-04-26,Warehouse B,PROD002,990,128,0.3
1385,2023-04-26,Warehouse B,PROD003,579,63,0.94
1386,2023-04-26,Distribution Center X,PROD001,144,92,0.77
1387,2023-04-26,Distribution Center X,PROD002,243,94,0.98
1388,2023-04-26,Distribution Center X,PROD003,171,131,0.9
1389,2023-04-26,Distribution Center Y,PROD001,90,140,0.7
1390,2023-04-26,Distribution Center Y,PROD002,746,92,0.5
1391,2023-04-26,Distribution Center Y,PROD003,271,76,0.32
1392,2023-04-27,Warehouse A,PROD001,69,94,0.33
1393,2023-04-27,Warehouse A,PROD002,110,142,0.1
1394,2023-04-27,Warehouse A,PROD003,395,106,0.76
1395,2023-04-27,Warehouse B,PROD001,992,71,0.9
1396,2023-04-27,Warehouse B,PROD002,504,98,0.42
1397,2023-04-27,Warehouse B,PROD003,384,62,0.85
1398,2023-04-27,Distribution Center X,PROD001,807,123,0.69
1399,2023-04-27,Distribution Center X,PROD002,703,78,0.25
1400,2023-04-27,Distribution Center X,PROD003,75,54,0.37
1401,2023-04-27,Distribution Center Y,PROD001,326,83,0.96
1402,2023-04-27,Distribution Center Y,PROD002,75,93,0.25
1403,2023-04-27,Distribution Center Y,PROD003,384,70,0.76
1404,2023-04-28,Warehouse A,PROD001,560,61,0.4
1405,2023-04-28,Warehouse A,PROD002,628,111,0.73
1406,2023-04-28,Warehouse A,PROD003,441,133,0.25
1407,2023-04-28,Warehouse B,PROD001,911,105,0.24
1408,2023-04-28,Warehouse B,PROD002,103,92,0.28
1409,2023-04-28,Warehouse B,PROD003,194,102,0.73
1410,2023-04-28,Distribution Center X,PROD001,739,143,0.59
1411,2023-04-28,Distribution Center X,PROD002,676,86,0.37
1412,2023-04-28,Distribution Center X,PROD003,98,56,0.45
1413,2023-04-28,Distribution Center Y,PROD001,562,112,0.24
1414,2023-04-28,Distribution Center Y,PROD002,369,50,0.48
1415,2023-04-28,Distribution Center Y,PROD003,301,134,0.66
1416,2023-04-29,Warehouse A,PROD001,491,75,0.19
1417,2023-04-29,Warehouse A,PROD002,211,71,0.67
1418,2023-04-29,Warehouse A,PROD003,1000,60,0.53
1419,2023-04-29,Warehouse B,PROD001,118,89,0.81
1420,2023-04-29,Warehouse B,PROD002,482,112,0.91
1421,2023-04-29,Warehouse B,PROD003,271,61,0.68
1422,2023-04-29,Distribution Center X,PROD001,396,73,0.43
1423,2023-04-29,Distribution Center X,PROD002,390,97,0.27
1424,2023-04-29,Distribution Center X,PROD003,45,83,0.5
1425,2023-04-29,Distribution Center Y,PROD001,269,78,0.85
1426,2023-04-29,Distribution Center Y,PROD002,577,57,0.24
1427,2023-04-29,Distribution Center Y,PROD003,713,135,0.19
1428,2023-04-30,Warehouse A,PROD001,684,94,0.83
1429,2023-04-30,Warehouse A,PROD002,423,146,0.63
1430,2023-04-30,Warehouse A,PROD003,566,57,0.86
1431,2023-04-30,Warehouse B,PROD001,838,116,0.48
1432,2023-04-30,Warehouse B,PROD002,548,137,0.88
1433,2023-04-30,Warehouse B,PROD003,486,123,0.89
1434,2023-04-30,Distribution Center X,PROD001,487,88,0.17
1435,2023-04-30,Distribution Center X,PROD002,924,141,0.13
1436,2023-04-30,Distribution Center X,PROD003,584,116,0.82
1437,2023-04-30,Distribution Center Y,PROD001,693,129,0.23
1438,2023-04-30,Distribution Center Y,PROD002,972,146,0.5
1439,2023-04-30,Distribution Center Y,PROD003,971,71,0.97
1440,2023-05-01,Warehouse A,PROD001,827,74,0.21
1441,2023-05-01,Warehouse A,PROD002,433,60,0.99
1442,2023-05-01,Warehouse A,PROD003,445,75,1.0
1443,2023-05-01,Warehouse B,PROD001,642,68,0.85
1444,2023-05-01,Warehouse B,PROD002,264,90,0.92
1445,2023-05-01,Warehouse B,PROD003,936,58,0.18
1446,2023-05-01,Distribution Center X,PROD001,569,100,0.6
1447,2023-05-01,Distribution Center X,PROD002,877,85,0.57
1448,2023-05-01,Distribution Center X,PROD003,939,51,0.81
1449,2023-05-01,Distribution Center Y,PROD001,638,125,0.57
1450,2023-05-01,Distribution Center Y,PROD002,429,64,0.47
1451,2023-05-01,Distribution Center Y,PROD003,151,122,0.63
1452,2023-05-02,Warehouse A,PROD001,776,62,0.93
1453,2023-05-02,Warehouse A,PROD002,576,149,0.19
1454,2023-05-02,Warehouse A,PROD003,292,118,0.89
1455,2023-05-02,Warehouse B,PROD001,898,102,0.34
1456,2023-05-02,Warehouse B,PROD002,670,112,0.61
1457,2023-05-02,Warehouse B,PROD003,484,54,0.25
1458,2023-05-02,Distribution Center X,PROD001,412,68,0.66
1459,2023-05-02,Distribution Center X,PROD002,697,138,0.46
1460,2023-05-02,Distribution Center X,PROD003,405,92,0.72
1461,2023-05-02,Distribution Center Y,PROD001,50,145,0.53
1462,2023-05-02,Distribution Center Y,PROD002,275,97,0.12
1463,2023-05-02,Distribution Center Y,PROD003,837,88,0.38
1464,2023-05-03,Warehouse A,PROD001,863,112,0.87
1465,2023-05-03,Warehouse A,PROD002,701,62,0.98
1466,2023-05-03,Warehouse A,PROD003,233,67,0.37
1467,2023-05-03,Warehouse B,PROD001,761,106,0.8
1468,2023-05-03,Warehouse B,PROD002,328,84,0.76
1469,2023-05-03,Warehouse B,PROD003,619,132,0.18
1470,2023-05-03,Distribution Center X,PROD001,452,77,0.92
1471,2023-05-03,Distribution Center X,PROD002,416,144,0.54
1472,2023-05-03,Distribution Center X,PROD003,528,97,0.84
1473,2023-05-03,Distribution Center Y,PROD001,527,70,0.16
1474,2023-05-03,Distribution Center Y,PROD002,726,114,0.46
1475,2023-05-03,Distribution Center Y,PROD003,799,117,0.89
1476,2023-05-04,Warehouse A,PROD001,29,72,0.27
1477,2023-05-04,Warehouse A,PROD002,852,75,0.85
1478,2023-05-04,Warehouse A,PROD003,255,54,0.51
1479,2023-05-04,Warehouse B,PROD001,940,96,0.73
1480,2023-05-04,Warehouse B,PROD002,280,97,0.84
1481,2023-05-04,Warehouse B,PROD003,517,100,0.67
1482,2023-05-04,Distribution Center X,PROD001,126,137,0.13
1483,2023-05-04,Distribution Center X,PROD002,381,112,0.63
1484,2023-05-04,Distribution Center X,PROD003,181,110,0.63
1485,2023-05-04,Distribution Center Y,PROD001,358,94,0.25
1486,2023-05-04,Distribution Center Y,PROD002,915,83,0.77
1487,2023-05-04,Distribution Center Y,PROD003,705,61,0.36
1488,2023-05-05,Warehouse A,PROD001,395,56,0.25
1489,2023-05-05,Warehouse A,PROD002,585,149,0.97
1490,2023-05-05,Warehouse A,PROD003,877,78,0.68
1491,2023-05-05,Warehouse B,PROD001,693,76,0.34
1492,2023-05-05,Warehouse B,PROD002,419,115,0.12
1493,2023-05-05,Warehouse B,PROD003,799,148,0.71
1494,2023-05-05,Distribution Center X,PROD001,485,66,0.68
1495,2023-05-05,Distribution Center X,PROD002,615,51,0.3
1496,2023-05-05,Distribution Center X,PROD003,622,89,0.74
1497,2023-05-05,Distribution Center Y,PROD001,726,132,0.35
1498,2023-05-05,Distribution Center Y,PROD002,916,98,0.87
1499,2023-05-05,Distribution Center Y,PROD003,470,82,0.3
1500,2023-05-06,Warehouse A,PROD001,309,136,0.57
1501,2023-05-06,Warehouse A,PROD002,638,100,0.63
1502,2023-05-06,Warehouse A,PROD003,7,115,1.0
1503,2023-05-06,Warehouse B,PROD001,989,97,0.61
1504,2023-05-06,Warehouse B,PROD002,608,127,0.35
1505,2023-05-06,Warehouse B,PROD003,700,63,0.53
1506,2023-05-06,Distribution Center X,PROD001,344,85,0.68
1507,2023-05-06,Distribution Center X,PROD002,882,85,0.34
1508,2023-05-06,Distribution Center X,PROD003,728,133,0.37
1509,2023-05-06,Distribution Center Y,PROD001,153,116,0.79
1510,2023-05-06,Distribution Center Y,PROD002,921,57,0.82
1511,2023-05-06,Distribution Center Y,PROD003,821,126,0.46
1512,2023-05-07,Warehouse A,PROD001,327,137,0.23
1513,2023-05-07,Warehouse A,PROD002,26,133,0.55
1514,2023-05-07,Warehouse A,PROD003,302,83,0.92
1515,2023-05-07,Warehouse B,PROD001,414,99,0.76
1516,2023-05-07,Warehouse B,PROD002,597,140,1.0
1517,2023-05-07,Warehouse B,PROD003,835,74,0.41
1518,2023-05-07,Distribution Center X,PROD001,730,78,0.72
1519,2023-05-07,Distribution Center X,PROD002,653,150,0.53
1520,2023-05-07,Distribution Center X,PROD003,963,135,0.42
1521,2023-05-07,Distribution Center Y,PROD001,307,71,0.86
1522,2023-05-07,Distribution Center Y,PROD002,897,121,0.26
1523,2023-05-07,Distribution Center Y,PROD003,99,110,0.22
1524,2023-05-08,Warehouse A,PROD001,264,142,0.83
1525,2023-05-08,Warehouse A,PROD002,781,73,0.95
1526,2023-05-08,Warehouse A,PROD003,921,92,0.69
1527,2023-05-08,Warehouse B,PROD001,227,95,0.3
1528,2023-05-08,Warehouse B,PROD002,892,89,0.48
1529,2023-05-08,Warehouse B,PROD003,908,92,0.43
1530,2023-05-08,Distribution Center X,PROD001,599,87,0.52
1531,2023-05-08,Distribution Center X,PROD002,120,110,0.15
1532,2023-05-08,Distribution Center X,PROD003,649,124,0.62
1533,2023-05-08,Distribution Center Y,PROD001,635,59,0.52
1534,2023-05-08,Distribution Center Y,PROD002,199,114,0.21
1535,2023-05-08,Distribution Center Y,PROD003,697,98,0.58
1536,2023-05-09,Warehouse A,PROD001,423,56,0.88
1537,2023-05-09,Warehouse A,PROD002,154,67,0.99
1538,2023-05-09,Warehouse A,PROD003,350,102,0.99
1539,2023-05-09,Warehouse B,PROD001,914,108,0.23
1540,2023-05-09,Warehouse B,PROD002,883,141,0.26
1541,2023-05-09,Warehouse B,PROD003,82,112,0.4
1542,2023-05-09,Distribution Center X,PROD001,181,90,0.67
1543,2023-05-09,Distribution Center X,PROD002,4,107,0.35
1544,2023-05-09,Distribution Center X,PROD003,779,149,0.25
1545,2023-05-09,Distribution Center Y,PROD001,782,70,0.54
1546,2023-05-09,Distribution Center Y,PROD002,781,149,0.18
1547,2023-05-09,Distribution Center Y,PROD003,629,105,0.67
1548,2023-05-10,Warehouse A,PROD001,413,104,0.97
1549,2023-05-10,Warehouse A,PROD002,392,50,0.13
1550,2023-05-10,Warehouse A,PROD003,204,143,0.44
1551,2023-05-10,Warehouse B,PROD001,14,91,0.78
1552,2023-05-10,Warehouse B,PROD002,543,74,0.12
1553,2023-05-10,Warehouse B,PROD003,4,130,0.76
1554,2023-05-10,Distribution Center X,PROD001,231,138,0.89
1555,2023-05-10,Distribution Center X,PROD002,319,66,0.19
1556,2023-05-10,Distribution Center X,PROD003,515,125,0.38
1557,2023-05-10,Distribution Center Y,PROD001,66,55,0.37
1558,2023-05-10,Distribution Center Y,PROD002,297,108,0.76
1559,2023-05-10,Distribution Center Y,PROD003,610,117,0.4
1560,2023-05-11,Warehouse A,PROD001,909,137,1.0
1561,2023-05-11,Warehouse A,PROD002,350,112,0.42
1562,2023-05-11,Warehouse A,PROD003,192,71,0.95
1563,2023-05-11,Warehouse B,PROD001,940,101,0.12
1564,2023-05-11,Warehouse B,PROD002,229,143,0.99
1565,2023-05-11,Warehouse B,PROD003,216,143,0.12
1566,2023-05-11,Distribution Center X,PROD001,516,71,0.21
1567,2023-05-11,Distribution Center X,PROD002,728,133,0.81
1568,2023-05-11,Distribution Center X,PROD003,384,131,0.33
1569,2023-05-11,Distribution Center Y,PROD001,547,129,0.14
1570,2023-05-11,Distribution Center Y,PROD002,49,134,0.2
1571,2023-05-11,Distribution Center Y,PROD003,856,52,0.14
1572,2023-05-12,Warehouse A,PROD001,118,103,0.5
1573,2023-05-12,Warehouse A,PROD002,126,120,0.33
1574,2023-05-12,Warehouse A,PROD003,718,69,0.28
1575,2023-05-12,Warehouse B,PROD001,702,130,0.11
1576,2023-05-12,Warehouse B,PROD002,430,134,0.19
1577,2023-05-12,Warehouse B,PROD003,532,84,0.66
1578,2023-05-12,Distribution Center X,PROD001,717,67,0.48
1579,2023-05-12,Distribution Center X,PROD002,920,63,0.56
1580,2023-05-12,Distribution Center X,PROD003,632,65,0.35
1581,2023-05-12,Distribution Center Y,PROD001,803,63,0.55
1582,2023-05-12,Distribution Center Y,PROD002,623,75,0.8
1583,2023-05-12,Distribution Center Y,PROD003,851,116,0.98
1584,2023-05-13,Warehouse A,PROD001,366,140,0.47
1585,2023-05-13,Warehouse A,PROD002,164,55,0.59
1586,2023-05-13,Warehouse A,PROD003,932,76,0.72
1587,2023-05-13,Warehouse B,PROD001,492,92,0.31
1588,2023-05-13,Warehouse B,PROD002,13,135,0.18
1589,2023-05-13,Warehouse B,PROD003,113,123,0.7
1590,2023-05-13,Distribution Center X,PROD001,152,61,0.8
1591,2023-05-13,Distribution Center X,PROD002,76,142,0.75
1592,2023-05-13,Distribution Center X,PROD003,926,82,0.68
1593,2023-05-13,Distribution Center Y,PROD001,467,87,0.34
1594,2023-05-13,Distribution Center Y,PROD002,51,62,0.83
1595,2023-05-13,Distribution Center Y,PROD003,895,55,0.87
1596,2023-05-14,Warehouse A,PROD001,368,136,0.38
1597,2023-05-14,Warehouse A,PROD002,756,64,0.19
1598,2023-05-14,Warehouse A,PROD003,776,55,0.11
1599,2023-05-14,Warehouse B,PROD001,141,134,0.68
1600,2023-05-14,Warehouse B,PROD002,336,95,0.91
1601,2023-05-14,Warehouse B,PROD003,978,129,0.34
1602,2023-05-14,Distribution Center X,PROD001,750,61,0.44
1603,2023-05-14,Distribution Center X,PROD002,350,73,0.2
1604,2023-05-14,Distribution Center X,PROD003,409,108,0.34
1605,2023-05-14,Distribution Center Y,PROD001,394,138,0.87
1606,2023-05-14,Distribution Center Y,PROD002,819,103,0.68
1607,2023-05-14,Distribution Center Y,PROD003,816,71,0.2
1608,2023-05-15,Warehouse A,PROD001,712,142,0.15
1609,2023-05-15,Warehouse A,PROD002,965,70,0.19
1610,2023-05-15,Warehouse A,PROD003,933,125,0.53
1611,2023-05-15,Warehouse B,PROD001,582,136,0.49
1612,2023-05-15,Warehouse B,PROD002,625,98,0.8
1613,2023-05-15,Warehouse B,PROD003,626,53,0.88
1614,2023-05-15,Distribution Center X,PROD001,901,143,0.98
1615,2023-05-15,Distribution Center X,PROD002,133,111,0.93
1616,2023-05-15,Distribution Center X,PROD003,115,102,0.5
1617,2023-05-15,Distribution Center Y,PROD001,64,83,0.69
1618,2023-05-15,Distribution Center Y,PROD002,12,140,0.88
1619,2023-05-15,Distribution Center Y,PROD003,537,148,0.77
1620,2023-05-16,Warehouse A,PROD001,741,122,0.3
1621,2023-05-16,Warehouse A,PROD002,978,135,0.89
1622,2023-05-16,Warehouse A,PROD003,531,116,0.72
1623,2023-05-16,Warehouse B,PROD001,633,62,0.49
1624,2023-05-16,Warehouse B,PROD002,744,81,0.53
1625,2023-05-16,Warehouse B,PROD003,679,136,0.68
1626,2023-05-16,Distribution Center X,PROD001,152,121,0.9
1627,2023-05-16,Distribution Center X,PROD002,627,56,0.11
1628,2023-05-16,Distribution Center X,PROD003,956,70,0.56
1629,2023-05-16,Distribution Center Y,PROD001,480,113,0.88
1630,2023-05-16,Distribution Center Y,PROD002,76,146,0.54
1631,2023-05-16,Distribution Center Y,PROD003,246,92,0.97
1632,2023-05-17,Warehouse A,PROD001,51,114,0.3
1633,2023-05-17,Warehouse A,PROD002,658,98,0.46
